0.000,77
0.010,83
0.020,89
0.030,96
0.040,103
0.050,110
0.060,117
0.070,125
0.080,132
0.090,140
0.100,148
0.110,156
0.120,164
0.130,172
0.140,180
0.150,189
0.160,197
0.170,205
0.180,214
0.190,223
0.200,231
0.210,240
0.220,248
0.230,257
0.240,266
0.250,274
0.260,283
0.270,292
0.280,300
0.290,308
0.300,317
0.310,325
0.320,333
0.330,341
0.340,349
0.350,357
0.360,365
0.370,373
0.380,380
0.390,387
0.400,394
0.410,401
0.420,408
0.430,415
0.440,421
0.450,427
0.460,433
0.470,439
0.480,445
0.490,450
0.500,455
0.510,460
0.520,464
0.530,469
0.540,473
0.550,477
0.560,480
0.570,483
0.580,486
0.590,489
0.600,491
0.610,493
0.620,495
0.630,497
0.640,498
0.650,499
0.660,500
0.670,500
0.680,500
0.690,500
0.700,499
0.710,498
0.720,497
0.730,496
0.740,494
0.750,492
0.760,490
0.770,487
0.780,484
0.790,481
0.800,477
0.810,474
0.820,470
0.830,466
0.840,461
0.850,456
0.860,451
0.870,446
0.880,441
0.890,435
0.900,429
0.910,423
0.920,416
0.930,410
0.940,403
0.950,396
0.960,389
0.970,382
0.980,374
0.990,367
1.000,359
1.010,351
1.020,343
1.030,335
1.040,327
1.050,319
1.060,311
1.070,302
1.080,294
1.090,285
1.100,277
1.110,268
1.120,259
1.130,251
1.140,242
1.150,234
1.160,225
1.170,216
1.180,208
1.190,199
1.200,191
1.210,182
1.220,174
1.230,166
1.240,158
1.250,150
1.260,142
1.270,134
1.280,127
1.290,119
1.300,112
1.310,105
1.320,98
1.330,91
1.340,85
1.350,78
1.360,72
1.370,66
1.380,60
1.390,55
1.400,50
1.410,45
1.420,40
1.430,35
1.440,31
1.450,27
1.460,23
1.470,20
1.480,16
1.490,13
1.500,11
1.510,8
1.520,6
1.530,5
1.540,3
1.550,2
1.560,1
1.570,0
1.580,0
1.590,0
1.600,0
1.610,1
1.620,2
1.630,3
1.640,4
1.650,6
1.660,8
1.670,11
1.680,13
1.690,16
1.700,19
1.710,23
1.720,27
1.730,31
1.740,35
1.750,39
1.760,44
1.770,49
1.780,54
1.790,60
1.800,66
1.810,72
1.820,78
1.830,84
1.840,91
1.850,97
1.860,104
1.870,112
1.880,119
1.890,126
1.900,134
1.910,142
1.920,149
1.930,157
1.940,165
1.950,174
1.960,182
1.970,190
1.980,199
1.990,207
2.000,216
2.010,224
2.020,233
2.030,241
2.040,250
2.050,259
2.060,267
2.070,276
2.080,285
2.090,293
2.100,302
2.110,310
2.120,318
2.130,327
2.140,335
2.150,343
2.160,351
2.170,359
2.180,366
2.190,374
2.200,381
2.210,389
2.220,396
2.230,403
2.240,409
2.250,416
2.260,422
2.270,428
2.280,434
2.290,440
2.300,446
2.310,451
2.320,456
2.330,461
2.340,465
2.350,469
2.360,473
2.370,477
2.380,481
2.390,484
2.400,487
2.410,489
2.420,492
2.430,494
2.440,496
2.450,497
2.460,498
2.470,499
2.480,500
2.490,500
2.500,500
2.510,500
2.520,499
2.530,498
2.540,497
2.550,495
2.560,494
2.570,492
2.580,489
2.590,486
2.600,484
2.610,480
2.620,477
2.630,473
2.640,469
2.650,465
2.660,460
2.670,455
2.680,450
2.690,445
2.700,440
2.710,434
2.720,428
2.730,422
2.740,415
2.750,409
2.760,402
2.770,395
2.780,388
2.790,381
2.800,373
2.810,366
2.820,358
2.830,350
2.840,342
2.850,334
2.860,326
2.870,317
2.880,309
2.890,301
2.900,292
2.910,284
2.920,275
2.930,266
2.940,258
2.950,249
2.960,241
