0.0,398
0.01,398
0.02,397
0.03,398
0.04,398
0.05,398
0.06,398
0.07,398
0.08,399
0.09,398
0.1,398
0.11,398
0.12,398
0.13,398
0.14,398
0.15,398
0.16,398
0.17,398
0.18,398
0.19,398
0.2,398
0.21,397
0.22,394
0.23,393
0.24,395
0.25,394
0.26,393
0.27,394
0.28,394
0.29,393
0.3,389
0.31,388
0.32,390
0.33,389
0.34,386
0.35,385
0.36,386
0.37,385
0.38,382
0.39,381
0.4,382
0.41,381
0.42,378
0.43,377
0.44,379
0.45,377
0.46,374
0.47,373
0.48,374
0.49,374
0.5,373
0.51,374
0.52,374
0.53,373
0.54,371
0.55,369
0.56,370
0.57,370
0.58,367
0.59,365
0.6,366
0.61,366
0.62,363
0.63,361
0.64,362
0.65,362
0.66,360
0.67,357
0.68,358
0.69,358
0.7,355
0.71,353
0.72,353
0.73,354
0.74,352
0.75,349
0.76,350
0.77,350
0.78,348
0.79,345
0.8,346
0.81,346
0.82,344
0.83,342
0.84,342
0.85,343
0.86,340
0.87,338
0.88,338
0.89,339
0.9,337
0.91,334
0.92,334
0.93,335
0.94,332
0.95,326
0.96,324
0.97,326
0.98,325
0.99,321
1.0,321
1.01,322
1.02,321
1.03,318
1.04,317
1.05,319
1.06,317
1.07,313
1.08,315
1.09,315
1.1,314
1.11,311
1.12,310
1.13,311
1.14,310
1.15,307
1.16,306
1.17,307
1.18,307
1.19,303
1.2,302
1.21,303
1.22,303
1.23,302
1.24,303
1.25,303
1.26,303
1.27,302
1.28,302
1.29,303
1.3,303
1.31,302
1.32,302
1.33,303
1.34,303
1.35,302
1.36,302
1.37,303
1.38,303
1.39,302
1.4,302
1.41,303
1.42,303
1.43,302
1.44,303
1.45,303
1.46,303
1.47,302
1.48,302
1.49,303
1.5,303
