0.0,403
0.01,403
0.02,404
0.03,403
0.04,399
0.05,397
0.06,398
0.07,398
0.08,397
0.09,397
0.1,398
0.11,398
0.12,398
0.13,397
0.14,398
0.15,398
0.16,397
0.17,398
0.18,398
0.19,398
0.2,397
0.21,397
0.22,398
0.23,398
0.24,396
0.25,393
0.26,394
0.27,394
0.28,391
0.29,388
0.3,389
0.31,389
0.32,387
0.33,384
0.34,385
0.35,386
0.36,383
0.37,381
0.38,381
0.39,382
0.4,380
0.41,377
0.42,377
0.43,378
0.44,377
0.45,377
0.46,377
0.47,378
0.48,376
0.49,373
0.5,373
0.51,374
0.52,372
0.53,369
0.54,369
0.55,370
0.56,369
0.57,366
0.58,365
0.59,366
0.6,366
0.61,361
0.62,361
0.63,362
0.64,361
0.65,358
0.66,356
0.67,358
0.68,357
0.69,355
0.7,353
0.71,354
0.72,353
0.73,351
0.74,349
0.75,350
0.76,350
0.77,347
0.78,345
0.79,346
0.8,346
0.81,343
0.82,341
0.83,342
0.84,342
0.85,340
0.86,338
0.87,338
0.88,339
0.89,335
0.9,334
0.91,334
0.92,335
0.93,332
0.94,330
0.95,330
0.96,332
0.97,329
0.98,326
0.99,326
1.0,327
1.01,325
1.02,322
1.03,322
1.04,323
1.05,320
1.06,315
1.07,314
1.08,316
1.09,314
1.1,311
1.11,311
1.12,311
1.13,310
1.14,307
1.15,307
1.16,308
1.17,306
1.18,303
1.19,303
1.2,304
1.21,304
1.22,303
1.23,304
1.24,304
1.25,303
1.26,303
1.27,303
1.28,304
1.29,303
1.3,303
1.31,303
1.32,304
1.33,303
1.34,303
1.35,303
1.36,304
1.37,303
1.38,303
1.39,303
1.4,304
1.41,303
1.42,303
1.43,303
1.44,304
1.45,304
1.46,303
1.47,303
1.48,304
1.49,304
1.5,303
0.0,304
0.01,303
0.02,303
0.03,304
0.04,304
0.05,303
0.06,303
0.07,304
0.08,304
0.09,303
0.1,303
0.11,304
0.12,304
0.13,303
0.14,303
0.15,304
0.16,304
0.17,304
0.18,306
0.19,308
0.2,307
0.21,308
0.22,310
0.23,311
0.24,312
0.25,312
0.26,314
0.27,315
0.28,315
0.29,316
0.3,317
0.31,319
0.32,319
0.33,319
0.34,321
0.35,323
0.36,323
0.37,324
0.38,328
0.39,332
0.4,331
0.41,331
0.42,334
0.43,335
0.44,336
0.45,335
0.46,337
0.47,339
0.48,339
0.49,339
0.5,341
0.51,343
0.52,343
0.53,343
0.54,345
0.55,347
0.56,347
0.57,347
0.58,348
0.59,350
0.6,351
0.61,351
0.62,352
0.63,354
0.64,355
0.65,354
0.66,356
0.67,358
0.68,359
0.69,358
0.7,360
0.71,363
0.72,363
0.73,362
0.74,363
0.75,366
0.76,367
0.77,366
0.78,367
0.79,369
0.8,370
0.81,370
0.82,371
0.83,373
0.84,374
0.85,374
0.86,373
0.87,373
0.88,373
0.89,374
0.9,374
0.91,376
0.92,378
0.93,377
0.94,378
0.95,380
0.96,382
0.97,382
0.98,382
0.99,384
1.0,386
1.01,385
1.02,386
1.03,388
1.04,390
1.05,389
1.06,390
1.07,392
1.08,394
1.09,394
1.1,394
1.11,393
1.12,394
1.13,394
1.14,394
1.15,396
1.16,399
1.17,398
1.18,398
1.19,398
1.2,397
1.21,398
1.22,399
1.23,399
1.24,404
1.25,404
1.26,402
1.27,400
1.28,397
1.29,398
1.3,399
1.31,397
1.32,398
1.33,398
1.34,398
1.35,398
1.36,397
1.37,398
1.38,398
1.39,397
1.4,398
1.41,398
1.42,398
1.43,398
1.44,398
1.45,398
1.46,398
1.47,398
1.48,397
1.49,398
1.5,398
